,word,link,sentence,synonyms,synset
3398,sum+of+money,sign/sum+of+money/10947/1,,"['INHERIT (as in ""receiving money"")', 'INHERITANCE', 'LUMP SUM']",
3399,summarize,sign/summarize/4638/1,,"['ABBREVIATE', 'ABBREVIATION', 'CONCISE', 'CONDENSE', 'IN A NUT SHELL', 'OUTLINE (as in ""summarize"")', 'POINT (as in ""concise or short"")', 'SHORTCUT (as in ""abbreviation"")', 'SUMMARY', 'TRUNCATE (as in ""to shorten by cutting the end"")']",
3400,summary,sign/summary/8804/1,,"['ABBREVIATE', 'ABBREVIATION', 'CONCISE', 'CONDENSE', 'IN A NUT SHELL', 'OUTLINE (as in ""summarize"")', 'POINT (as in ""concise or short"")', 'SHORTCUT (as in ""abbreviation"")', 'SUMMARIZE', 'TRUNCATE (as in ""to shorten by cutting the end"")']",
3401,summer,sign/summer/749/1,I am invited to 3 weddings this summer.,[],Synset('summer.v.01')
3402,summer,sign/summer/749/1,I am looking forward to summer because I can ride my bike.,[],Synset('summer.v.01')
3403,summer,sign/summer/749/1,The best time of year to buy peaches is during the summer.,[],Synset('summer.n.01')
3404,summer,sign/summer/749/1,My family goes to the strawberry farm every summer.,[],Synset('summer.v.01')
3405,summer,sign/summer/749/1,I love to wear flip‑flops in the summer.,[],Synset('summer.v.01')
3406,summer,sign/summer/749/1,Labor Day means summer is over.,[],Synset('summer.v.01')
3407,summer,sign/summer/14381/1,Summer is my best friend.,[],Synset('summer.v.01')
3408,summit,sign/summit/12378/1,,"['ALPHA (as in ""superior"")', 'APEX (as in ""top"")', 'PINNACLE (as in ""the highest point"")', 'TIP (as in ""top"")', 'TOP (as in ""on top or the highest point"")']",
3409,summon,sign/summon/9486/1,,"['CALL (as in ""summon me"")', 'VOCATION (as in ""vocation for me"")']",
3410,summon,sign/summon/4640/1,,"['CALL (as in ""summon someone"")', 'VOCATION (as in ""vocation for someone"")']",
3411,sun,sign/sun/2677/1,Tomorrow in Michigan will be 64 degrees and sunny.,[],Synset('sunlight.n.01')
3412,sun,sign/sun/2677/1,Today in Hawaii will be sunny and 82 degrees.,[],Synset('sunlight.n.01')
3413,sun,sign/sun/2677/1,Tomorrow in Hawaii will be sunny and 84 degrees.,[],Synset('sunlight.n.01')
3414,sun,sign/sun/2677/1,Tuesday in Colorado it will be warm at 25 degrees.,[],Synset('sunlight.n.01')
3415,sun,sign/sun/2677/1,Wednesday in Colorado it will be 33 degrees and sunny.,[],Synset('sunlight.n.01')
3416,sun,sign/sun/2677/1,"The weatherman in Florida has an easy job, the forecast is the same everyday ‑ sunny with possible rain.",[],Synset('sunlight.n.01')
3417,sun+hat,sign/sun+hat/10957/1,,"['BRIMMED HAT', 'FLOPPY HAT', 'HAT (as in ""straw hat"")', 'HAT (as in ""sun hat"")', 'STRAW HAT']",
3418,sunbeam,sign/sunbeam/4641/1,,"['LIGHT (as in ""sunlight"")', 'SUNLIGHT', 'SUNNY', 'SUNRAY', 'SUNSHINE']",
3419,sunblock,sign/sunblock/10862/1,,['SUNSCREEN'],
3420,sunday,sign/sunday/4642/1,Mother's Day is on Sunday.,"['SABBATH (as in ""Christian Sabbath"")']",Synset('sunday.n.01')
3421,sunday,sign/sunday/4642/1,"On Sunday, June 13 I will be 17 years old.","['SABBATH (as in ""Christian Sabbath"")']",Synset('sunday.n.02')
3422,sunday,sign/sunday/4642/1,"New Year's Day is Sunday, January 1st.","['SABBATH (as in ""Christian Sabbath"")']",Synset('sunday.n.01')
3423,sunday,sign/sunday/4642/1,"Easter is Sunday, April 17.","['SABBATH (as in ""Christian Sabbath"")']",Synset('sunday.n.02')
3424,sunday,sign/sunday/4642/1,"Mother's Day is Sunday, May 11.","['SABBATH (as in ""Christian Sabbath"")']",Synset('sunday.n.01')
3425,sunday,sign/sunday/4642/1,"Father's Day is Sunday, June 15.","['SABBATH (as in ""Christian Sabbath"")']",Synset('sunday.n.01')
3426,sunday,sign/sunday/4642/1,"Hanukkah is Sunday, December 21.","['SABBATH (as in ""Christian Sabbath"")']",Synset('sunday.n.02')
3427,sunday,sign/sunday/4642/1,Sunday in New York will be 44 degrees and cloudy.,"['SABBATH (as in ""Christian Sabbath"")']",Synset('sunday.n.02')
3428,sunday,sign/sunday/4642/1,"Flag Day is Sunday, June 14.","['SABBATH (as in ""Christian Sabbath"")']",Synset('sunday.n.01')
3429,sunday,sign/sunday/4642/1,The library is closed on Sundays.,"['SABBATH (as in ""Christian Sabbath"")']",Synset('sunday.n.02')
3430,sunday+school,sign/sunday+school/7577/1,Every Sunday morning my kids go to Sunday school.,[],
3431,sundays,sign/sundays/9395/1,,['EVERY SUNDAY'],
3432,sundown,sign/sundown/4643/1,,"['DUSK', 'SUNSET']",
3433,sunglasses,sign/sunglasses/5657/1,I must wear my sunglasses when I go to the beach.,[],Synset('sunglass.n.01')
3434,sunlight,sign/sunlight/5936/1,,"['LIGHT (as in ""sunlight"")', 'SUNBEAM', 'SUNNY', 'SUNRAY', 'SUNSHINE']",
3435,sunny,sign/sunny/8106/1,Today the weather is sunny.,"['LIGHT (as in ""sunlight"")', 'SUNBEAM', 'SUNLIGHT', 'SUNRAY', 'SUNSHINE']",Synset('cheery.s.01')
3436,sunny,sign/sunny/8106/1,Today the weather is sunny.,"['LIGHT (as in ""sunlight"")', 'SUNBEAM', 'SUNLIGHT', 'SUNRAY', 'SUNSHINE']",Synset('cheery.s.01')
3437,sunray,sign/sunray/4644/1,,"['LIGHT (as in ""sunlight"")', 'SUNBEAM', 'SUNLIGHT', 'SUNNY', 'SUNSHINE']",
3438,sunrise,sign/sunrise/7839/1,I like to watch the sunrise over the water.,['DAWN'],Synset('sunrise.s.01')
3439,sunscreen,sign/sunscreen/10863/1,,['SUNBLOCK'],
3440,sunset,sign/sunset/2678/1,I enjoy watching the sunset.,"['DUSK', 'SUNDOWN']",Synset('sunset.s.02')
3441,sunshine,sign/sunshine/1418/1,,"['LIGHT (as in ""sunlight"")', 'SUNBEAM', 'SUNLIGHT', 'SUNNY', 'SUNRAY']",
3442,super,sign/super/4646/1,,"['AMAZING', 'AWE', 'AWESOME (as in ""fantastic, wonderful"")', 'EXCELLENT', 'FABULOUS', 'FANTASTIC', 'GLORIOUS', 'GRAND', 'GREAT (as in ""awesome or wonderful"")', 'MAGNIFICENT (as in ""wonderful"")', 'MAJESTIC', 'MAJESTY (as in ""impressive stateliness, dignity, or beauty"")', 'MARVEL', 'MARVELOUS', 'MIRACLE (as in ""the work of the divine"")', 'OUTSTANDING', 'REMARKABLE', 'SPLENDID', 'STERLING (as in ""excellent"")', 'STUPENDOUS (as in ""amazing or impressive"")', 'SUPERB', 'TERRIFIC', 'TREMENDOUS (as in ""amazing or impressive"")', 'WONDER (as in ""awe"")', 'WONDERFUL']",
3443,super+bowl,sign/super+bowl/12495/1,,[],
3444,superb,sign/superb/4647/1,,"['AMAZING', 'AWE', 'AWESOME (as in ""fantastic, wonderful"")', 'EXCELLENT', 'FABULOUS', 'FANTASTIC', 'GLORIOUS', 'GRAND', 'GREAT (as in ""awesome or wonderful"")', 'MAGNIFICENT (as in ""wonderful"")', 'MAJESTIC', 'MAJESTY (as in ""impressive stateliness, dignity, or beauty"")', 'MARVEL', 'MARVELOUS', 'MIRACLE (as in ""the work of the divine"")', 'OUTSTANDING', 'REMARKABLE', 'SPLENDID', 'STERLING (as in ""excellent"")', 'STUPENDOUS (as in ""amazing or impressive"")', 'SUPER', 'TERRIFIC', 'TREMENDOUS (as in ""amazing or impressive"")', 'WONDER (as in ""awe"")', 'WONDERFUL']",
3445,superficial,sign/superficial/751/1,,['SURFACE'],
3446,superhero,sign/superhero/14462/1,Who is the best superhero?,[],
3447,superintendent,sign/superintendent/4648/1,,[],
3448,superior,sign/superior/6393/1,,"['ADMINISTRATOR', 'AUTHORITY', 'BOSS', 'CAPTAIN', 'CHAIR (as in ""chairperson"")', 'CHAIRPERSON', 'COMMANDER', 'CONTROLLER (as in ""person in charge"")', 'DEAN (as in ""a leadership position"")', 'MANAGER (as in ""person in charge"")', 'MASTER', 'OFFICER (as in ""officer of a business"")', 'SKIPPER (as in ""the person: the captain of a ship or boat"")', 'SUPERVISOR']",
3449,superior,sign/superior/12379/1,,"['ALPHA (as in ""superior"")', 'PINNACLE (as in ""superior"")', 'TOP (as in ""superior"")']",
3450,superman,sign/superman/2679/1,My son is a Superman fan.,['SUPERWOMAN'],Synset('demigod.n.01')
3451,superstition,sign/superstition/4649/1,,[],
3452,superstitious,sign/superstitious/2681/1,,[],
3453,supervise,sign/supervise/4650/1,,"['PATROL (as in ""to supervise"")', 'SUPERVISOR']",
3454,supervisor,sign/supervisor/2682/1,,"['PATROL (as in ""to supervise"")', 'SUPERVISE']",
3455,superwoman,sign/superwoman/14412/1,Do you want to see the Superwoman movie?,['SUPERMAN'],
3456,supper,sign/supper/2683/1,My friends are coming to my house for supper tomorrow.,['DINNER'],Synset('supper.n.02')
3457,supper,sign/supper/2683/1,Tara ate 13 ears of corn on the cob for supper.,['DINNER'],Synset('supper.n.02')
3458,supper,sign/supper/2683/1,For supper we're going to have spaghetti and meatballs.,['DINNER'],Synset('supper.n.02')
3459,supper+time,sign/supper+time/5538/1,,['DINNER TIME'],
3460,supplication,sign/supplication/6222/1,,"['BEG', 'ENTREAT', 'GROVEL', 'IMPLORE', 'INTERCEDE (as in ""to intervene "")', 'PLEAD']",
3461,supplication,sign/supplication/6472/1,,"['COLLECT (as in ""come together"")', 'INTERCESSION (as in ""prayers for another person"")', 'LITANY', 'PETITION (as in ""a communion with God"")', 'PRAY', 'PRAYER', 'YOGA']",
3462,supply,sign/supply/8749/1,,"['A LOT (as in ""a large quantity of one thing"")', 'EXCESSIVE (as in ""a lot"")', 'LOT (as in ""many"")', 'MUCH (as in ""a large amount"")', 'ONSLAUGHT']",
3463,supply,sign/supply/8750/1,,"['EQUIPMENT', 'GEAR (as in ""equipment"")', 'MATERIAL (as in ""equipment"")', 'MATTER (as in ""stuff"")', 'MERCHANDISE', 'OBJECTS (as in ""multiple things"")', 'RESOURCE', 'STUFF', 'SUBSTANCE', 'THINGS']",
3464,supply,sign/supply/8748/1,,"['ASSIGN (as in ""to give"")', 'AWARD (as in ""to give a prize or reward"")', 'BESTOW', 'CONTRIBUTE', 'DISTRIBUTE (as in ""pass out"")', 'FEED (as in ""to give or dispense"")', 'GIFT YOU', 'GIVE (as in ""giving something to somebody"")', 'GIVE HER', 'GIVE HIM', 'GIVE YOU', 'HAND IN', 'PRESENT (as in ""to give"")', 'PROVIDE']",
3465,supply,sign/supply/12685/1,,"['ASSIGN (as in ""to give"")', 'AWARD (as in ""to give a prize or reward"")', 'BESTOW', 'GIVE (as in ""giving something to somebody"")', 'GIVE HER', 'GIVE HIM', 'GIVE YOU', 'PROVIDE']",
3466,support,sign/support/414/1,Luckily my family is very supportive.,"['ALLEGIANCE', 'ENDORSE', 'FAVOR (as in ""support"")', 'IN FAVOR OF', 'REASSURE (as in ""support or encourage"")', 'REINFORCE', 'SPONSOR', 'UPHOLD']",Synset('support.n.01')
3467,support,sign/support/414/1,I support the work of the Red Cross.,"['ALLEGIANCE', 'ENDORSE', 'FAVOR (as in ""support"")', 'IN FAVOR OF', 'REASSURE (as in ""support or encourage"")', 'REINFORCE', 'SPONSOR', 'UPHOLD']",Synset('documentation.n.03')
3468,support,sign/support/414/1,"Alexander Graham Bell was a famous inventor who was involved in deaf education, but ironically he did not support the use of American Sign Language.","['ALLEGIANCE', 'ENDORSE', 'FAVOR (as in ""support"")', 'IN FAVOR OF', 'REASSURE (as in ""support or encourage"")', 'REINFORCE', 'SPONSOR', 'UPHOLD']",Synset('support.n.04')
3469,supportive,sign/supportive/9865/1,,"['ADVOCATE (as in ""the action of supporting"")', 'ALLEGIANCE', 'BOOST', 'ENDORSE', 'FAVOR (as in ""support"")', 'FOUNDATION (as in ""support"")', 'IN FAVOR OF', 'JUSTIFICATION', 'REASSURE (as in ""support or encourage"")', 'REINFORCE', 'SPONSOR', 'SUPPORT', 'UPHOLD']",
3470,suppose,sign/suppose/8213/1,"Suppose you won the lottery, would you quit your job?","['IF', 'IN CASE OF']",Synset('suppose.v.01')
3471,suppress,sign/suppress/4653/1,,['RESTRAIN'],
3472,suppress,sign/suppress/4652/1,,['REPRESS'],
3473,supreme,sign/supreme/4654/1,,"['ADVANCE (as in ""to move to the next level"")', 'ELEVATE', 'ELITE', 'PROMOTE', 'PROMOTION (as in ""to move to the next level"")', 'RAISE (as in ""promotion"")']",
3474,sure,sign/sure/4655/1,,"['ACTUAL', 'ACTUALLY', 'AUTHENTIC', 'CERTAIN', 'CERTAINLY', 'DEFINITELY (as in ""for sure"")', 'FOR SURE', 'GENUINE', 'INDEED', 'NONFICTION', 'OF COURSE', 'REAL', 'REALLY (as in ""as in true"")', 'SINCERE (as in ""the truth"")', 'SURELY', 'TRUE', 'TRULY', 'TRUTH', 'VALID', 'VERILY (as in ""certainly or truly "")', 'VERY (as in ""really"")', 'VIRTUAL (as in ""nearly "")']",
3475,surely,sign/surely/4656/1,,"['ACTUAL', 'ACTUALLY', 'AUTHENTIC', 'CERTAIN', 'CERTAINLY', 'DEFINITELY (as in ""for sure"")', 'FOR SURE', 'GENUINE', 'INDEED', 'NONFICTION', 'OF COURSE', 'REAL', 'REALLY (as in ""as in true"")', 'SINCERE (as in ""the truth"")', 'SURE', 'TRUE', 'TRULY', 'TRUTH', 'VALID', 'VERILY (as in ""certainly or truly "")', 'VERY (as in ""really"")', 'VIRTUAL (as in ""nearly "")']",
3476,surely,sign/surely/10993/1,,"['ACTUAL', 'ACTUALLY', 'AUTHENTIC', 'CERTAIN', 'CERTAINLY', 'DEFINITELY (as in ""for sure"")', 'EXTREME', 'FOR SURE', 'GENUINE', 'INDEED', 'OF COURSE', 'REAL', 'REALLY (as in ""as in true"")', 'SINCERE (as in ""the truth"")', 'SURE', 'TRUE', 'TRULY', 'TRUTH', 'VALID', 'VERILY (as in ""certainly or truly "")', 'VERY (as in ""really"")', 'VIRTUAL (as in ""nearly "")']",
3477,surf,sign/surf/9364/1,Hawaii is a great place to go surfing.,['SURFER'],Synset('surfboard.v.01')
3478,surface,sign/surface/4657/1,,['SUPERFICIAL'],
3479,surfer,sign/surfer/9521/1,,['SURF'],
3480,surgeon,sign/surgeon/2684/1,A surgeon operated on my knee.,[],Synset('surgeon.n.01')
3481,surgery,sign/surgery/4658/1,,"['OPERATE (as in ""surgery"")', 'OPERATION (as in ""surgery"")']",
3482,surgery,sign/surgery/12985/1,,"['OPERATE (as in ""on head"")', 'OPERATION (as in ""on head"")']",
3483,surgery,sign/surgery/12987/1,,"['OPERATE (as in ""on heart"")', 'OPERATION (as in ""on heart"")']",
3484,surgery,sign/surgery/12989/1,,"['OPERATE (as in ""on shoulder"")', 'OPERATION (as in ""on shoulder"")']",
3485,surgical+mask,sign/surgical+mask/12167/1,,"['FACE MASK', 'MASK (as in ""any type of mask"")']",
3486,suriname,sign/suriname/11697/1,,[],
3487,surly,sign/surly/6163/1,,"['MOODY', 'MOPE']",
3488,surprise,sign/surprise/4659/1,I like to surprise my better half by bringing him breakfast in bed on Valentine's Day,"['STARTLE', 'TREAT (as in ""a special event or item"")', 'WIDE-EYE']",Synset('surprise.v.02')
3489,surprise,sign/surprise/4659/1,"I didn't want to play soccer in the rain, but I bit the bullet and played. Surprisingly, my team won!","['STARTLE', 'TREAT (as in ""a special event or item"")', 'WIDE-EYE']",Synset('surprise.v.02')
3490,surrender,sign/surrender/4660/1,,"['GIVE UP (as in ""surrender"")', 'QUIT (as in ""surrender or give up"")', 'RELINQUISH', 'RENOUNCE', 'SACRIFICE', 'SACRIFICE (as in ""offering to God"")', 'SUBMISSION (as in ""give up"")', 'SUBMIT (as in ""give up"")', 'YIELD']",
3491,surround,sign/surround/4662/1,,"['AROUND (as in ""nearby location"")', 'ATMOSPHERE (as in ""the mood or feeling"")', 'LOCAL']",
3492,survey,sign/survey/7954/1,,"['ASK (as in ""to inquire or ask a question to someone"")', 'GRILL (as in ""to ask questions"")', 'INTERROGATE (as in ""interrogate others"")', 'INTERVIEW', 'QUERY', 'QUESTION (as in ""ask a question"")', 'QUESTIONNAIRE']",
3493,surveyor,sign/surveyor/7955/1,,[],
3494,survival,sign/survival/4663/1,,"['ALIVE', 'DWELL (as in ""live or reside"")', 'EXIST (as in ""to be alive"")', 'LIFE (as in ""the existence of a human or animal"")', 'LIVE', 'REJUVENATE', 'RESIDE', 'RESIDENCE', 'RESIDENT', 'REVIVE', 'SURVIVE', 'SURVIVOR (as in ""a person who survives"")']",
3495,survive,sign/survive/4664/1,,"['ALIVE', 'DWELL (as in ""live or reside"")', 'EXIST (as in ""to be alive"")', 'LIFE (as in ""the existence of a human or animal"")', 'LIVE', 'REJUVENATE', 'RESIDE', 'RESIDENCE', 'RESIDENT', 'REVIVE', 'SURVIVAL', 'SURVIVOR (as in ""a person who survives"")']",
3496,survivor,sign/survivor/13741/1,Do you watch Survivor?,[],Synset('survivor.n.03')
3497,survivor,sign/survivor/14074/1,Do you watch Survivor?,[],Synset('survivor.n.03')
3498,sus,sign/sus/14059/1,,"['FISHY', 'MYSTERY (as in ""something difficult to understand or the story genre"")', 'SUSPECT', 'SUSPICIOUS']",
3499,susan,sign/susan/13759/1,Susan was born at 6:00 PM.,[],
3500,susan,sign/susan/13759/1,My best friend Susan likes to eat eggs.,[],
3501,susceptible,sign/susceptible/12877/1,,"['FEEBLE', 'FRAIL', 'VULNERABLE (as in ""related to health"")', 'VULNERABLE (as in ""susceptible"")', 'WEAK (as in ""not strong"")']",
3502,suspect,sign/suspect/2686/1,,"['FISHY', 'MYSTERY (as in ""something difficult to understand or the story genre"")', 'SUS (as in ""suspicious"")', 'SUSPICIOUS']",
3503,suspend,sign/suspend/4665/1,,"['DETENTION', 'HOLD (as in ""hold on or wait"")', 'HOLD ON (as in ""hold on or wait"")', 'HOLD UP (as in ""hold on or wait"")', 'POSTPONE (as in ""set back or delay"")', 'PUT OFF', 'STALL (as in ""to suspend"")', 'TABLE (as in ""to suspend"")', 'WAIT']",
3504,suspend,sign/suspend/13838/1,,"['EXPIRE (as in ""a license expiring"")', 'LOSE (as in ""to lose a license"")', 'REVOKE (as in ""take away a license"")']",
3505,suspenders,sign/suspenders/5569/1,,"['OVERALLS', 'STRAP (as in ""overall strap"")']",
3506,suspense,sign/suspense/14668/1,I like reading suspense books.,[],Synset('suspense.n.03')
3507,suspicious,sign/suspicious/8594/1,,"['FISHY', 'MYSTERY (as in ""something difficult to understand or the story genre"")', 'SUS (as in ""suspicious"")', 'SUSPECT']",
3508,sustain,sign/sustain/4666/1,,"['LEVEL (as in ""to maintain the same position"")', 'SUSTAINABILITY', 'SUSTAINABLE']",
3509,sustainability,sign/sustainability/12977/1,,"['LEVEL (as in ""to maintain the same position"")', 'SUSTAIN', 'SUSTAINABLE']",
3510,sustainable,sign/sustainable/12976/1,,"['LEVEL (as in ""to maintain the same position"")', 'SUSTAIN', 'SUSTAINABILITY']",
3511,suture,sign/suture/14464/1,The nurse sutured the cut on my hand.,"['SEW (as in ""sew by hand"")', 'STITCH (as in ""medical stitches"")']",Synset('suture.v.01')
3512,swallow,sign/swallow/4667/1,While I was biking I accidentally swallowed a bug.,"['GULP (as in ""to swallow"")']",Synset('swallow.v.08')
3513,swallow,sign/swallow/9158/1,,[],
3514,swallow-fish,sign/swallow-fish/14636/1,,['GULLIBLE'],
3515,swap,sign/swap/6968/1,My friend and I like to swap good books with each other.,"['EXCHANGE (as in ""to trade or switch"")', 'SUBSTITUTION (as in ""to use in place of"")', 'TRADE', 'TRADE IN']",Synset('trade.v.04')
3516,swear,sign/swear/9428/1,,"['INAUGURAL', 'INAUGURATION', 'OATH', 'SWEAR IN (as in ""in a court of law"")', 'TESTIFY (as in ""witness at a trial"")']",
3517,swear,sign/swear/7841/1,,"['ASSURANCE', 'ASSURE', 'COMMIT', 'COMMITMENT', 'DEDICATE (as in ""to promise"")', 'DEVOTED', 'GUARANTEE', 'PLEDGE (as in ""to promise"")', 'PROMISE', 'VOW']",
3518,swear,sign/swear/4668/1,,"['CURSE (as in ""to swear"")', 'PROFANITY']",
3519,swear+in,sign/swear+in/11124/1,,"['INAUGURAL', 'INAUGURATION', 'OATH', 'SWEAR (as in ""in a court of law"")', 'TESTIFY (as in ""witness at a trial"")']",
3520,swearing+at+god,sign/swearing+at+god/11185/1,,['BLASPHEMY'],
3521,sweat,sign/sweat/4669/1,,"['PERSPIRATION', 'PERSPIRE', 'SWEATY']",
3522,sweater,sign/sweater/2690/1,,['BLOUSE'],
3523,sweatpants,sign/sweatpants/5572/1,,[],
3524,sweatshirt,sign/sweatshirt/5570/1,,[],
3525,sweaty,sign/sweaty/10832/1,,"['PERSPIRATION', 'PERSPIRE', 'SWEAT']",
3526,sweden,sign/sweden/2691/1,,[],
3527,sweep,sign/sweep/2692/1,,"['BROOM', 'CUSTODIAN', 'JANITOR']",
3528,sweet,sign/sweet/8345/1,Everyone always says my dad is so sweet.,"['BABE (as in ""an affectionate term"")', 'BABY (as in ""an affectionate term"")', 'BAE (as in ""an affectionate term"")', 'BEAU', 'CHARMING', 'GOOD NATURED', 'HEART OF GOLD', 'HONEY', 'SUGAR', 'SWEET (as in ""tasting"")', 'SWEETHEART', 'SWEETIE']",Synset('sweetness.n.02')
3529,sweet,sign/sweet/5000/1,,"['BABE (as in ""an affectionate term"")', 'BABY (as in ""an affectionate term"")', 'BAE (as in ""an affectionate term"")', 'BEAU', 'CHARMING', 'GOOD NATURED', 'HEART OF GOLD', 'HONEY', 'SUGAR', 'SWEET (as in ""relating to a person"")', 'SWEETHEART', 'SWEETIE']",
3530,sweet+potato,sign/sweet+potato/8740/1,I like brown sugar on my sweet potato.,[],
3531,sweetest+day,sign/sweetest+day/9078/1,This year I took my boyfriend out to eat on Sweetest Day.,[],
3532,sweetheart,sign/sweetheart/4670/1,I gave my sweetheart flowers.,"['BABE (as in ""an affectionate term"")', 'BABY (as in ""an affectionate term"")', 'BEAU', 'ROMANCE (as in ""romantic relationship"")']",Synset('sweetheart.s.01')
3533,sweetie,sign/sweetie/9111/1,,"['BABE (as in ""an affectionate term"")', 'BABY (as in ""an affectionate term"")', 'BAE (as in ""an affectionate term"")', 'BEAU', 'CHARMING', 'GOOD NATURED', 'HEART OF GOLD', 'HONEY', 'SUGAR', 'SWEET (as in ""relating to a person"")', 'SWEET (as in ""tasting"")', 'SWEETHEART']",
3534,swell,sign/swell/10835/1,,"['AWESOME (as in ""something is cool or neat, with awe or surprise"")', 'COOL (as in ""awesome"")', 'FINE (as in ""ok or alright"")', 'GOOD', 'HIP (as in ""cool"")', 'NEAT (as in ""cool"")', ""THAT'S COOL"", ""THAT'S NEAT""]",
3535,swift,sign/swift/4671/1,,"['ABRUPT', 'ACCELERATE', 'FAST (as in ""quick"")', 'FASTER', 'FLASH (as in ""fast"")', 'IMMEDIATELY', 'NIMBLE', 'QUICK (as in ""fast"")', 'RAPID', 'RAPIDLY (as in ""fast"")', 'SPED (as in ""the verb to travel at great speed"")', 'SPEEDING', 'SPEEDY', 'SPONTANEOUS', 'SPONTANEOUSLY', 'STAT (as in ""quick"")', 'SUDDEN', 'SUDDENLY', 'SWIFTLY']",
3536,swiftly,sign/swiftly/4672/1,,"['ABRUPT', 'ACCELERATE', 'FAST (as in ""quick"")', 'FASTER', 'FLASH (as in ""fast"")', 'IMMEDIATELY', 'NIMBLE', 'QUICK (as in ""fast"")', 'RAPID', 'RAPIDLY (as in ""fast"")', 'SPED (as in ""the verb to travel at great speed"")', 'SPEEDING', 'SPEEDY', 'SPONTANEOUS', 'SPONTANEOUSLY', 'STAT (as in ""quick"")', 'SUDDEN', 'SUDDENLY', 'SWIFT']",
3537,swim,sign/swim/8520/1,My favorite time to swim is 8 in the morning.,['SWIMMER'],Synset('swimming.n.01')
3538,swim+shorts,sign/swim+shorts/8591/1,,"['BATHING SUIT (as in ""men\'s swimsuit"")', 'SWIM TRUNKS', 'SWIMSUIT (as in ""men\'s swimsuit"")']",
